canonical_gp,gp_display_name,fund_name,vintage_year,fund_category,sub_strategy,fund_size_usd_m,fund_size_confidence,firm_aum_usd_b,firm_founded,hq_city,investment_focus,stage_focus,notable_portfolio,source,reporting_period,tvpi,dpi,net_irr,irr_meaningful,performance_note,gross_tvpi,gross_dpi,data_source_type,vintage_source
Sequoia,Sequoia,Sequoia Capital US Growth VIII,2018.0,Growth,Growth Equity,2500.0,Estimated,56.0,1972.0,Menlo Park CA,Technology | Consumer | Healthcare | AI | Fintech,Growth (Series C–F),"DoorDash, Snowflake",UC Regents,2024-Q2,1.54,0.09,0.104,True,Growth exposure with partial realization and moderate net IRR.,,,LP-Disclosed,unknown
Sequoia,Sequoia,Sequoia Capital US Venture XVI,2018.0,Venture,Early VC,1200.0,Estimated,56.0,1972.0,Menlo Park CA,Technology | Consumer | Healthcare | AI | Fintech,Early (Seed–Series B),"Stripe, UiPath, Snowflake, Zoom",UC Regents,2024-Q2,3.13,0.0,0.308,True,Top-performing modern Sequoia venture fund in LP-reported disclosures.,,,LP-Disclosed,unknown
Sequoia,Sequoia,Sequoia Capital US Venture XVII,2020.0,Venture,Early VC,1150.0,Estimated,56.0,1972.0,Menlo Park CA,Technology | Consumer | Healthcare | AI | Fintech,Early (Seed–Series B),,UC Regents,2024-Q2,1.34,0.0,0.142,True,Venture fund with strong paper value but minimal realized cash.,,,LP-Disclosed,unknown
Sequoia,Sequoia,Sequoia Capital US/E Seed IV,2021.0,Venture,Early VC,200.0,Estimated,56.0,1972.0,Menlo Park CA,Technology | Consumer | Healthcare | AI | Fintech,Pre-Seed/Seed,,UC Regents,2024-Q2,1.13,0.0,0.07,False,Young seed fund; valuation-led performance with no realized distributions yet.,,,LP-Disclosed,unknown
Sequoia,Sequoia Capital,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",2018.0,Growth,Growth Equity,8170.0,Confirmed,56.0,1972.0,Menlo Park CA,Global tech | Enterprise | Consumer | AI | Fintech,Growth (Series C–F),"Unity Software, Amplitude, Telda",WSIB,ir093024,1.7,0.33,0.16,True,1.7x TVPI with 0.33x DPI — real but modest distributions. 16% IRR for a $8.17B 2018 growth fund is solid. Endurance sub-fund within Sequoia Global Growth III.,,,LP-Disclosed,unknown
Sequoia Capital,Sequoia Capital,Sequoia Capital Fund L.P.,,Venture,US VC - Generalist,100.0,Derived from UTIMCO capital_contributed,56.0,1972.0,"Menlo Park, CA",Generalist VC,Early Stage,"Apple, Google, Airbnb, Stripe",UTIMCO,2023-02-28,0.8124,0.0,-0.2021,False,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,unknown
Sequoia Capital,Sequoia Capital,Sequoia Capital US Growth Fund IX L.P.,,Growth,US VC - Growth,18.58836,Derived from UTIMCO capital_contributed,56.0,1972.0,"Menlo Park, CA",Generalist VC,Growth,"Apple, Google, Airbnb, Stripe",UTIMCO,2023-02-28,0.8929,0.0,-0.0776,False,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,unknown
Social Capital,Social Capital,Social Capital Fund I,2011.0,Venture,Multi-Stage VC,1043.0,Confirmed,3.5,2011.0,Palo Alto CA,Enterprise SaaS | Consumer | Fintech | Healthcare | Crypto,Multi-Stage,"Slack, Box, Survey Monkey, Intercom, Wealthfront",Social Capital Firm Disclosure,2024-Q4,2.8,2.1,0.144,True,"Fund I: $1,043M 2011. Net DPI 2.1x, Net TVPI 2.8x. Cambridge Associates Quartile 1 TVPI, Quartile 2 DPI. Solid realization.",3.9,2.7,GP-Disclosed,unknown
Social Capital,Social Capital,Social Capital Fund II,2013.0,Venture,Multi-Stage VC,1475.0,Confirmed,3.5,2011.0,Palo Alto CA,Enterprise SaaS | Consumer | Fintech | Healthcare | Crypto,Multi-Stage,"Slack, Intercom, Credit Karma, Brex",Social Capital Firm Disclosure,2024-Q4,3.9,3.4,0.262,True,"Fund II: $1,475M 2013. Net DPI 3.4x — outstanding realization. CA Quartile 1 on both TVPI and DPI. Best fund in SC portfolio.",5.9,4.5,GP-Disclosed,unknown
Social Capital,Social Capital,Social Capital Fund III,2015.0,Venture,Multi-Stage VC,1447.0,Confirmed,3.5,2011.0,Palo Alto CA,Enterprise SaaS | Consumer | Fintech | Healthcare | Crypto,Multi-Stage,"Slack, Zendesk, Opendoor, Symphony",Social Capital Firm Disclosure,2024-Q4,2.1,1.2,0.144,True,"Fund III: $1,447M 2015. Net DPI 1.2x — partial realization. CA Quartile 1 on both metrics.",2.6,1.3,GP-Disclosed,unknown
Social Capital,Social Capital,Social Capital Opportunities I,2015.0,Growth,Opportunities,253.0,Confirmed,3.5,2011.0,Palo Alto CA,Enterprise SaaS | Consumer | Fintech | Healthcare,Late Stage / Crossover,,Social Capital Firm Disclosure,2024-Q4,2.3,1.9,0.173,True,Opps I: $253M 2015 crossover vehicle. Net DPI 1.9x — strong realization for opportunities strategy. CA Quartile 1 DPI.,2.5,2.1,GP-Disclosed,unknown
Social Capital,Social Capital,Social Capital Opportunities II,2018.0,Growth,Opportunities,56.0,Confirmed,3.5,2011.0,Palo Alto CA,Enterprise SaaS | Consumer | Fintech | Healthcare,Late Stage / Crossover,,Social Capital Firm Disclosure,2024-Q4,1.8,1.4,0.123,True,Opps II: $56M 2018 crossover vehicle. Net DPI 1.4x at 6 years — meaningful realization. CA Quartile 1 DPI.,2.4,1.4,GP-Disclosed,unknown
Sofinnova Ventures,Sofinnova Ventures,Sofinnova Venture Partners VII L.P.,2010.0,Venture,US VC - Life Sciences,20.0,Derived from UTIMCO capital_contributed,2.0,1976.0,"San Francisco, CA",Life sciences VC,Life Sciences,"Pharmacyclics, Rigel, Arena",UTIMCO,2023-02-28,1.7259,1.73,0.1476,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Sofinnova Ventures,Sofinnova Ventures,Sofinnova Venture Partners VIII L.P.,2013.0,Venture,US VC - Life Sciences,40.0,Derived from UTIMCO capital_contributed,2.0,1976.0,"San Francisco, CA",Life sciences VC,Life Sciences,"Pharmacyclics, Rigel, Arena",UTIMCO,2023-02-28,1.6886,1.6,0.2182,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Spark Capital,Spark Capital,Spark Capital II L.P.,2012.0,Venture,US VC - Generalist,25.0,Derived from UTIMCO capital_contributed,3.5,2005.0,Boston/San Francisco,Multi-stage VC — early to growth,Early Stage,"Twitter, Tumblr, Slack, Wayfair",UTIMCO,2023-02-28,5.6218,4.69,0.5152,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
TLV Partners,TLV Partners,TLV Partners II L.P.,2015.0,Venture,Israeli VC,31.144,Derived from UTIMCO capital_contributed,0.5,2012.0,"Tel Aviv, Israel",Israeli early-stage VC,Early Stage,"Next Insurance, Lusha, Firebolt",UTIMCO,2023-02-28,4.5476,1.02,0.5467,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
TLV Partners,TLV Partners,TLV Partners III L.P.,2018.0,Venture,Israeli VC,28.237,Derived from UTIMCO capital_contributed,0.5,2012.0,"Tel Aviv, Israel",Israeli early-stage VC,Early Stage,"Next Insurance, Lusha, Firebolt",UTIMCO,2023-02-28,1.7298,0.0,0.3537,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
TLV Partners,TLV Partners,TLV Partners L.P.,2012.0,Venture,Israeli VC,24.51778,Derived from UTIMCO capital_contributed,0.5,2012.0,"Tel Aviv, Israel",Israeli early-stage VC,Early Stage,"Next Insurance, Lusha, Firebolt",UTIMCO,2023-02-28,3.678,0.41,0.306,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Technology Crossover Ventures,Technology Crossover Ventures,TCV V L.P.,2006.0,Growth,US VC - Growth/Late Stage,29.745,Derived from UTIMCO capital_contributed,20.0,1995.0,"Palo Alto, CA",Growth/late-stage VC,Growth,"Facebook, Netflix, Spotify, Airbnb",UTIMCO,2023-02-28,1.8508,1.85,0.1058,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Technology Crossover Ventures,Technology Crossover Ventures,TCV VI L.P.,2009.0,Growth,US VC - Growth/Late Stage,34.8355,Derived from UTIMCO capital_contributed,20.0,1995.0,"Palo Alto, CA",Growth/late-stage VC,Growth,"Facebook, Netflix, Spotify, Airbnb",UTIMCO,2023-02-28,1.5598,1.56,0.123,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Technology Crossover Ventures,Technology Crossover Ventures,TCV VII L.P.,2012.0,Growth,US VC - Growth/Late Stage,49.22349,Derived from UTIMCO capital_contributed,20.0,1995.0,"Palo Alto, CA",Growth/late-stage VC,Growth,"Facebook, Netflix, Spotify, Airbnb",UTIMCO,2023-02-28,3.1861,3.15,0.2334,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Techstars,Techstars,Techstars Ventures 2014 L.P.,2014.0,Venture,Accelerator Fund,66.83706,Derived from UTIMCO capital_contributed,1.0,2006.0,"Boulder, CO",Accelerator / seed-stage,Seed / Accelerator,"SendGrid, ClassPass, PillPack",UTIMCO,2023-02-28,2.0334,0.28,0.1276,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
Techstars,Techstars,Techstars Ventures 2017 L.P.,2017.0,Venture,Accelerator Fund,49.25,Derived from UTIMCO capital_contributed,1.0,2006.0,"Boulder, CO",Accelerator / seed-stage,Seed / Accelerator,"SendGrid, ClassPass, PillPack",UTIMCO,2023-02-28,2.2142,0.07,0.2712,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
The Engine,The Engine,The Engine Fund I,2017.0,Venture,Deep Tech VC,200.0,Estimated,1.0,2016.0,Cambridge MA,Tough Tech | Climate | Biotech | Advanced Manufacturing,Seed–Series A,"Commonwealth Fusion, Via Separations, Zapata Computing",UC Regents,2024-Q2,2.19,0.0,0.208,True,Strong unrealized value creation in deep-tech portfolio construction.,,,LP-Disclosed,unknown
The Engine,The Engine,The Engine Fund II,2020.0,Venture,Deep Tech VC,300.0,Estimated,1.0,2016.0,Cambridge MA,Tough Tech | Climate | Biotech | Advanced Manufacturing,Seed–Series A,"Commonwealth Fusion, Via Separations, Zapata Computing",UC Regents,2024-Q2,0.95,0.0,-0.03,True,Early-mark volatility with no realizations yet; still a young vintage.,,,LP-Disclosed,unknown
The House Fund,The House Fund,The House Fund,2016.0,Venture,Early VC,15.0,Estimated,0.5,2016.0,Berkeley CA,UC Berkeley ecosystem | Deep Tech | AI | Biotech,Pre-Seed/Seed,"Notion, Figma (via Berkeley connections)",UC Regents,2024-Q2,3.59,0.0,0.194,True,"Strong multiple expansion, mostly unrealized to date.",,,LP-Disclosed,unknown
The House Fund,The House Fund,The House Fund II,2017.0,Venture,Early VC,25.0,Estimated,0.5,2016.0,Berkeley CA,UC Berkeley ecosystem | Deep Tech | AI | Biotech,Pre-Seed/Seed,"Notion, Figma (via Berkeley connections)",UC Regents,2024-Q2,1.21,0.0,0.055,True,Modest positive performance with early portfolio maturation.,,,LP-Disclosed,unknown
The House Fund,The House Fund,The House Fund III,2021.0,Venture,Early VC,75.0,Estimated,0.5,2016.0,Berkeley CA,UC Berkeley ecosystem | Deep Tech | AI | Biotech,Pre-Seed/Seed,"Notion, Figma (via Berkeley connections)",UC Regents,2024-Q2,0.78,0.0,-0.29,False,Young fund with mark-to-market drawdown and no material distributions.,,,LP-Disclosed,unknown
The House Fund,The House Fund,The House Fund Opportunity III,2021.0,Growth,Opportunities,200.0,Estimated,0.5,2016.0,Berkeley CA,UC Berkeley ecosystem | Deep Tech | AI | Biotech,Late Stage / Crossover,"Notion, Figma (via Berkeley connections)",UC Regents,2024-Q2,0.96,0.147,-0.036,False,Opportunity sleeve shows early realization but currently below cost.,,,LP-Disclosed,unknown
Thrive Capital,Thrive Capital,"Thrive Capital Partners IX Growth, L.P.",2024.0,Growth,Growth Equity,4000.0,Confirmed,25.0,2009.0,New York NY,Consumer tech | Enterprise | AI | Fintech,Growth (Series C–F),"OpenAI, Stripe, Anysphere",CalPERS,unknown,1.0,0.0,,False,Too early — 2024 vintage. Part of $5B Thrive IX raise (largest ever for the firm).,,,LP-Disclosed,unknown
Thrive Capital,Thrive Capital,"Thrive Capital Partners IX, L.P.",2025.0,Venture,Early VC,1030.0,Confirmed,25.0,2009.0,New York NY,Consumer tech | Enterprise | AI | Fintech,Early (Seed–Series B),,CalPERS,unknown,1.0,0.0,,False,Too early — 2025 vintage. Early-stage tranche of Thrive IX ($1B of $5B total).,,,LP-Disclosed,unknown
Thrive Capital,Thrive Capital,"Thrive Capital Partners Opportunity Fund, L.P.",2024.0,Growth,Opportunities,1500.0,Estimated,25.0,2009.0,New York NY,Concentrated late-stage | AI | Consumer | Fintech,Late Stage / Crossover,,CalPERS,unknown,1.0,0.0,,False,Too early — 2024 vintage. Concentrated opportunities/crossover vehicle alongside Thrive IX.,,,LP-Disclosed,unknown
Thrive Capital,Thrive Capital,"Thrive Capital Partners VIII Growth, L.P.",2023.0,Growth,Growth Equity,2500.0,Confirmed,25.0,2009.0,New York NY,Consumer tech | Enterprise | AI | Fintech,Growth (Series C–F),"Stripe, OpenAI, Anysphere, Physical Intelligence",CalPERS,unknown,1.0,0.16,,False,Small but real DPI (0.16x) — Thrive distributing early. Notable given 2023 vintage. Growth vehicle of Thrive VIII cycle.,,,LP-Disclosed,unknown
True Ventures,True Ventures,True Ventures III L.P.,2012.0,Venture,US VC - Early Stage,35.11001,Derived from UTIMCO capital_contributed,2.5,2005.0,"San Francisco, CA",Early stage VC — founder-first culture,Early Stage,"Ring, Peloton, Blue Bottle, Automattic",UTIMCO,2023-02-28,3.4117,2.01,0.1739,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
True Ventures,True Ventures,True Ventures IV L.P.,2014.0,Venture,US VC - Early Stage,39.2,Derived from UTIMCO capital_contributed,2.5,2005.0,"San Francisco, CA",Early stage VC — founder-first culture,Early Stage,"Ring, Peloton, Blue Bottle, Automattic",UTIMCO,2023-02-28,5.3943,4.29,0.4235,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
True Ventures,True Ventures,True Ventures Select I L.P.,2014.0,Venture,US VC - Early Stage,40.0,Derived from UTIMCO capital_contributed,2.5,2005.0,"San Francisco, CA",Early stage VC — founder-first culture,Early Stage,"Ring, Peloton, Blue Bottle, Automattic",UTIMCO,2023-02-28,3.5888,3.35,0.3795,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
True Ventures,True Ventures,True Ventures Select II L.P.,2018.0,Venture,US VC - Early Stage,30.0,Derived from UTIMCO capital_contributed,2.5,2005.0,"San Francisco, CA",Early stage VC — founder-first culture,Early Stage,"Ring, Peloton, Blue Bottle, Automattic",UTIMCO,2023-02-28,2.5882,2.0,0.4108,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
True Ventures,True Ventures,True Ventures V L.P.,2017.0,Venture,US VC - Early Stage,37.2,Derived from UTIMCO capital_contributed,2.5,2005.0,"San Francisco, CA",Early stage VC — founder-first culture,Early Stage,"Ring, Peloton, Blue Bottle, Automattic",UTIMCO,2023-02-28,1.3893,0.16,0.0781,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
True Ventures,True Ventures,True Ventures VI L.P.,2019.0,Venture,US VC - Early Stage,26.1,Derived from UTIMCO capital_contributed,2.5,2005.0,"San Francisco, CA",Early stage VC — founder-first culture,Early Stage,"Ring, Peloton, Blue Bottle, Automattic",UTIMCO,2023-02-28,1.2696,0.01,0.0893,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Union Square Ventures,Union Square Ventures,USV 2014 LP,2014.0,Venture,US VC - Generalist,19.18125,Derived from UTIMCO capital_contributed,3.0,2003.0,"New York, NY","Generalist VC — early stage, network effects thesis",Early Stage,"Twitter, Tumblr, Coinbase, Etsy",UTIMCO,2023-02-28,5.977,1.63,0.3341,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
Union Square Ventures,Union Square Ventures,USV 2016 L.P.,2016.0,Venture,US VC - Generalist,4.053054,Derived from UTIMCO capital_contributed,3.0,2003.0,"New York, NY","Generalist VC — early stage, network effects thesis",Early Stage,"Twitter, Tumblr, Coinbase, Etsy",UTIMCO,2023-02-28,6.9818,2.87,0.5877,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
Union Square Ventures,Union Square Ventures,Union Square Ventures 2004 L.P.,2004.0,Venture,US VC - Generalist,22.25,Derived from UTIMCO capital_contributed,3.0,2003.0,"New York, NY","Generalist VC — early stage, network effects thesis",Early Stage,"Twitter, Tumblr, Coinbase, Etsy",UTIMCO,2023-02-28,13.8176,13.82,0.6642,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
Union Square Ventures,Union Square Ventures,Union Square Ventures 2008 L.P.,2008.0,Venture,US VC - Generalist,23.75,Derived from UTIMCO capital_contributed,3.0,2003.0,"New York, NY","Generalist VC — early stage, network effects thesis",Early Stage,"Twitter, Tumblr, Coinbase, Etsy",UTIMCO,2023-02-28,4.7565,4.09,0.216,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
Union Square Ventures,Union Square Ventures,Union Square Ventures 2012 Fund L.P.,2012.0,Venture,US VC - Generalist,25.9325,Derived from UTIMCO capital_contributed,3.0,2003.0,"New York, NY","Generalist VC — early stage, network effects thesis",Early Stage,"Twitter, Tumblr, Coinbase, Etsy",UTIMCO,2023-02-28,24.8801,22.86,0.5383,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,name
Union Square Ventures,Union Square Ventures,Union Square Ventures Opportunity Fund L.P.,2012.0,Venture,US VC - Generalist,19.07427,Derived from UTIMCO capital_contributed,3.0,2003.0,"New York, NY","Generalist VC — early stage, network effects thesis",Early Stage,"Twitter, Tumblr, Coinbase, Etsy",UTIMCO,2023-02-28,3.6837,3.36,0.5832,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Upfront Ventures,Upfront Ventures,Upfront V L.P.,2014.0,Venture,US VC - Early Stage / LA,46.25052,Derived from UTIMCO capital_contributed,2.0,1996.0,"Los Angeles, CA",Early stage VC,Early Stage,"Ring, TrueCar, Maker Studios",UTIMCO,2023-02-28,1.8591,0.6,0.143,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Upfront Ventures,Upfront Ventures,Upfront VI L.P.,2017.0,Venture,US VC - Early Stage / LA,35.82371,Derived from UTIMCO capital_contributed,2.0,1996.0,"Los Angeles, CA",Early stage VC,Early Stage,"Ring, TrueCar, Maker Studios",UTIMCO,2023-02-28,1.7349,0.06,0.1847,True,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,inferred
Wingate Partners,Wingate Partners,Wingate Partners II L.P.,,PE,US PE - Lower Middle Market,12.62273,Derived from UTIMCO capital_contributed,1.5,1987.0,"Dallas, TX",Lower middle market PE,Buyout / PE,Texas private equity,UTIMCO,2023-02-28,1.9975,2.0,0.2358,False,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,unknown
Wingate Partners,Wingate Partners,Wingate Partners III L.P.,,PE,US PE - Lower Middle Market,16.98387,Derived from UTIMCO capital_contributed,1.5,1987.0,"Dallas, TX",Lower middle market PE,Buyout / PE,Texas private equity,UTIMCO,2023-02-28,3.2766,3.28,0.2354,False,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,unknown
Wingate Partners,Wingate Partners,Wingate Partners IV L.P.,,PE,US PE - Lower Middle Market,48.39016,Derived from UTIMCO capital_contributed,1.5,1987.0,"Dallas, TX",Lower middle market PE,Buyout / PE,Texas private equity,UTIMCO,2023-02-28,2.9343,2.94,0.1674,False,UTIMCO 2023 LP disclosure. Capital committed not reported; size proxied from capital contributed.,,,LP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Annex Fund,2011.0,Venture,Multi-Stage VC,204.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Coinbase, Oculus, GitHub",a16z Firm Disclosure,2025-Q3,5.4,5.1,0.28,True,"Net DPI 5.1x — nearly fully realized. Small annex vehicle, exceptional DPI.",7.2,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund I,2009.0,Venture,Multi-Stage VC,300.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Skype, Instagram, Lyft, Twitter, GitHub",a16z Firm Disclosure,2025-Q3,6.9,6.0,0.36,True,Flagship fund I. Net DPI 6.0x — nearly fully realized. 2009 vintage now 16 years old. IRR estimated from TVPI/vintage.,9.3,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund II,2010.0,Venture,Multi-Stage VC,656.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Pinterest, Airbnb, Box, Foursquare",a16z Firm Disclosure,2025-Q3,3.7,3.5,0.16,True,Net DPI 3.5x — largely realized. Strong performance for a $656M 2010 fund.,4.9,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund III,2012.0,Venture,Multi-Stage VC,997.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Lyft, Coinbase, Slack, GitHub, BuzzFeed",a16z Firm Disclosure,2025-Q3,11.3,5.5,0.25,True,Net TVPI 11.3x — best fund in a16z history. Net DPI 5.5x shows meaningful realization. $997M 2012 vintage.,15.7,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund III Parallel,2012.0,Venture,Multi-Stage VC,542.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Coinbase, Slack, GitHub",a16z Firm Disclosure,2025-Q3,4.9,3.2,0.2,True,Parallel vehicle to Fund III — co-investment structure. Net DPI 3.2x.,6.7,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund IV,2014.0,Venture,Multi-Stage VC,1173.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Lyft, GitHub, Airbnb, Robinhood, Figma",a16z Firm Disclosure,2025-Q3,4.1,3.0,0.16,True,"Net TVPI 4.1x, Net DPI 3.0x. Solid large-fund performance. Figma was key driver.",5.5,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund IV Parallel,2014.0,Venture,Multi-Stage VC,587.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Lyft, Figma, Robinhood",a16z Firm Disclosure,2025-Q3,3.5,2.4,0.13,True,Parallel co-invest vehicle. Net DPI 2.4x — good realization for 2014 vintage.,4.7,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund V,2017.0,Venture,Multi-Stage VC,1189.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Robinhood, Figma, Coinbase, OpenSea",a16z Firm Disclosure,2025-Q3,3.1,0.3,0.12,True,"Net TVPI 3.1x but Net DPI only 0.3x — mostly paper gains. 2017 vintage, distributions lagging.",4.0,,GP-Disclosed,unknown
a16z,Andreessen Horowitz,AH Fund V Parallel,2017.0,Venture,Multi-Stage VC,596.0,Confirmed,45.0,2009.0,Menlo Park CA,Enterprise | Consumer | Crypto | Bio | Fintech | Defense,Multi-Stage,"Figma, Robinhood, Coinbase",a16z Firm Disclosure,2025-Q3,6.0,0.4,0.24,True,Parallel vehicle to Fund V. Gross TVPI 8.1x outlier vs main fund — concentrated position. Net DPI 0.4x.,8.1,,GP-Disclosed,unknown
